PassengerId,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Survived
55.0,10.425055347725458,65.0,0.0,1.0,61.9792,True,False,False,0.0
19.0,3.0,31.0,1.0,0.0,18.0,False,False,,0.0
350.0,3.0,42.0,0.0,0.0,8.6625,True,False,True,0.0
663.0,1.0,47.0,0.0,0.0,25.5875,,False,True,0.0
176.0,3.0,18.0,1.0,1.0,7.8542,True,False,True,0.0
139.0,3.0,16.0,0.0,0.0,9.2167,True,False,,0.0
177.0,3.0,28.0,3.0,1.0,25.4667,True,False,True,0.0
800.0,3.0,,1.0,1.0,24.15,False,False,True,0.0
860.0,3.0,28.0,0.0,0.0,7.2292,True,False,False,0.0
132.0,3.0,20.0,0.0,0.0,7.05,True,False,,0.0
814.0,3.0,6.0,4.0,2.0,31.275,False,False,True,
742.0,1.0,36.0,1.0,0.0,78.85,,False,True,0.0
214.0,2.0,30.0,0.0,0.0,13.0,True,False,True,
106.0,3.0,28.0,0.0,0.0,7.8958,True,,True,0.0
78.0,3.0,28.0,0.0,0.0,8.05,True,False,True,0.0
422.0,3.0,21.0,0.0,0.0,7.7333,True,True,False,0.0
590.0,3.0,28.0,0.0,0.0,8.05,True,False,True,0.0
383.0,3.0,32.0,0.0,0.0,7.925,True,False,True,0.0
593.0,3.0,47.0,0.0,0.0,7.25,True,False,True,0.0
710.0,3.0,28.0,1.0,1.0,15.2458,True,False,False,
42.0,2.0,27.0,1.0,0.0,21.0,False,False,True,0.0
286.0,3.0,,0.0,0.0,8.6625,True,False,False,0.0
597.0,2.0,28.0,0.0,0.0,33.0,False,False,True,1.0
206.0,3.0,2.0,0.0,1.0,10.4625,False,False,True,0.0
553.0,3.0,28.0,0.0,0.0,351.534705642715,True,True,False,0.0
643.0,3.0,2.0,3.0,2.0,27.9,False,False,True,0.0
66.0,3.0,28.0,1.0,1.0,15.2458,True,False,False,0.0
125.0,1.0,,0.0,1.0,77.2875,True,False,,0.0
387.0,3.0,1.0,5.0,,46.9,True,False,True,0.0
352.0,1.0,28.0,,0.0,35.0,True,False,True,0.0
724.0,2.0,50.0,0.0,0.0,13.0,True,False,True,0.0
318.0,2.0,54.0,0.0,0.0,14.0,True,False,True,
522.0,3.0,22.0,0.0,0.0,7.8958,True,False,True,0.0
478.0,3.0,29.0,1.0,0.0,7.0458,True,False,True,0.0
120.0,3.0,2.0,4.0,2.0,31.275,False,False,True,0.0
200.0,2.0,24.0,,,13.0,False,False,True,0.0
,3.0,28.0,0.0,0.0,7.75,False,True,False,1.0
353.0,3.0,15.0,1.0,1.0,7.2292,True,False,False,0.0
300.0,1.0,50.0,0.0,1.0,247.5208,False,False,False,1.0
482.0,2.0,28.0,0.0,0.0,0.0,True,False,True,0.0
60.0,3.0,11.0,5.0,,46.9,True,False,True,0.0
155.0,3.0,28.0,0.0,0.0,7.3125,True,False,True,0.0
774.0,3.0,28.0,0.0,0.0,7.225,True,False,False,0.0
597.0,2.0,28.0,0.0,0.0,33.0,False,False,True,1.0
337.0,1.0,29.0,1.0,0.0,66.6,True,False,True,0.0
385.0,3.0,28.0,,0.0,7.8958,True,False,True,0.0
166.0,3.0,9.0,0.0,2.0,20.525,True,False,True,0.0
331.0,3.0,,2.0,0.0,23.25,False,,False,1.0
587.0,2.0,47.0,0.0,0.0,15.0,True,False,True,0.0
443.0,,25.0,1.0,0.0,7.775,True,False,True,0.0
793.0,3.0,28.0,8.0,2.0,69.55,False,False,True,0.0
175.0,1.0,56.0,0.0,0.0,30.6958,True,False,False,0.0
504.0,3.0,37.0,0.0,0.0,9.5875,False,False,True,0.0
286.0,3.0,33.0,0.0,0.0,8.6625,True,False,False,0.0
27.0,3.0,28.0,0.0,0.0,7.225,True,False,False,0.0
377.0,3.0,22.0,0.0,0.0,7.25,False,False,True,1.0
146.0,2.0,19.0,1.0,1.0,36.75,True,False,True,0.0
230.0,3.0,28.0,3.0,1.0,25.4667,False,False,True,0.0
171.0,1.0,61.0,0.0,0.0,33.5,True,False,True,0.0
337.0,1.0,,1.0,0.0,,True,False,True,0.0
501.0,3.0,17.0,0.0,0.0,8.6625,True,False,True,0.0
626.0,1.0,61.0,0.0,0.0,32.3208,True,False,True,0.0
90.0,3.0,24.0,0.0,0.0,8.05,True,False,True,0.0
,3.0,28.0,0.0,0.0,15.5,True,True,False,0.0
758.0,2.0,18.0,0.0,0.0,11.5,True,False,True,0.0
503.0,3.0,28.0,0.0,0.0,7.6292,False,True,False,0.0
496.0,3.0,28.0,0.0,,14.4583,True,,False,0.0
504.0,3.0,37.0,0.0,0.0,9.5875,False,False,True,0.0
816.0,1.0,28.0,0.0,0.0,0.0,True,False,True,0.0
746.0,1.0,70.0,1.0,1.0,71.0,True,False,True,0.0
479.0,3.0,22.0,0.0,0.0,7.5208,True,False,True,0.0
890.0,1.0,26.0,0.0,0.0,30.0,True,False,False,1.0
,3.0,25.0,0.0,0.0,7.25,True,False,True,0.0
25.0,3.0,8.0,3.0,1.0,21.075,False,False,True,
155.0,3.0,28.0,0.0,0.0,7.3125,True,False,True,0.0
113.0,3.0,22.0,0.0,0.0,8.05,True,False,True,0.0
104.0,3.0,33.0,0.0,0.0,8.6542,True,False,True,0.0
135.0,2.0,25.0,0.0,0.0,13.0,,False,True,
685.0,2.0,60.0,1.0,1.0,39.0,True,False,True,0.0
719.0,3.0,28.0,0.0,0.0,15.5,True,True,False,
383.0,3.0,32.0,0.0,0.0,7.925,True,False,True,0.0
673.0,2.0,70.0,0.0,0.0,10.5,True,False,True,0.0
265.0,3.0,28.0,,0.0,7.75,False,True,False,0.0
378.0,1.0,27.0,0.0,2.0,211.5,True,False,False,0.0
,3.0,35.0,0.0,0.0,7.05,True,False,True,0.0
612.0,3.0,28.0,0.0,0.0,7.05,True,False,True,0.0
464.0,2.0,48.0,,0.0,13.0,True,False,True,0.0
362.0,2.0,29.0,1.0,0.0,27.7208,True,,False,0.0
103.0,1.0,21.0,0.0,1.0,77.2875,True,False,,0.0
155.0,3.0,28.0,0.0,0.0,7.3125,,False,True,0.0
629.0,3.0,26.0,0.0,0.0,7.8958,True,False,True,0.0
452.0,3.0,28.0,1.0,0.0,19.9667,True,False,True,0.0
469.0,3.0,28.0,,0.0,7.725,True,,False,0.0
379.0,3.0,20.0,0.0,0.0,4.0125,True,False,False,0.0
,3.0,29.0,0.0,0.0,7.875,True,False,True,0.0
673.0,2.0,70.0,0.0,0.0,10.5,True,False,True,0.0
43.0,3.0,28.0,0.0,0.0,7.8958,True,False,False,0.0
403.0,3.0,21.0,1.0,0.0,9.825,False,False,True,0.0
520.0,3.0,32.0,0.0,0.0,7.8958,,False,True,0.0
591.0,3.0,35.0,0.0,0.0,7.125,True,,True,0.0
629.0,3.0,26.0,0.0,0.0,7.8958,True,False,True,0.0
,1.0,28.0,1.0,0.0,,True,False,False,0.0
,2.0,18.0,0.0,0.0,11.5,True,False,True,0.0
844.0,3.0,34.5,0.0,0.0,6.4375,True,False,False,0.0
820.0,3.0,10.0,3.0,2.0,27.9,True,False,True,0.0
669.0,3.0,43.0,0.0,0.0,8.05,True,False,True,0.0
340.0,1.0,45.0,0.0,0.0,35.5,True,False,True,0.0
10.0,2.0,14.0,1.0,0.0,30.0708,False,False,False,1.0
752.0,3.0,6.0,0.0,1.0,,True,False,True,1.0
3020.8527933914056,3.0,37.0,0.0,0.0,9.5875,False,False,,0.0
299.0,1.0,28.0,0.0,0.0,30.5,True,False,True,1.0
211.0,3.0,24.0,0.0,0.0,7.05,True,False,True,0.0
46.0,3.0,28.0,0.0,0.0,8.05,True,False,True,0.0
695.0,1.0,60.0,0.0,0.0,26.55,True,False,True,0.0
545.0,1.0,50.0,1.0,0.0,106.425,True,False,False,0.0
689.0,3.0,18.0,0.0,0.0,7.7958,True,False,True,0.0
374.0,1.0,22.0,0.0,0.0,135.6333,True,False,False,0.0
847.0,,28.0,8.0,2.0,69.55,,False,True,0.0
419.0,2.0,30.0,0.0,0.0,13.0,True,False,True,0.0
5.0,3.0,35.0,0.0,0.0,8.05,True,False,True,0.0
270.0,1.0,35.0,0.0,0.0,135.6333,False,False,,1.0
784.0,3.0,28.0,1.0,2.0,23.45,True,False,True,0.0
639.0,3.0,41.0,0.0,5.0,39.6875,False,False,True,0.0
266.0,2.0,36.0,0.0,0.0,10.5,True,False,True,0.0
202.0,3.0,28.0,,,69.55,True,False,True,0.0
522.0,,,0.0,0.0,7.8958,True,False,True,0.0
813.0,2.0,,0.0,0.0,10.5,True,False,True,0.0
279.0,3.0,7.0,4.0,1.0,29.125,True,True,False,0.0
3380.6478417141166,1.0,36.0,0.0,0.0,40.125,True,False,False,0.0
387.0,3.0,1.0,5.0,2.0,46.9,True,False,True,0.0
267.0,3.0,16.0,4.0,,39.6875,True,False,True,0.0
214.0,2.0,30.0,0.0,0.0,13.0,True,False,True,0.0
672.0,1.0,31.0,1.0,0.0,52.0,True,False,True,0.0
804.0,3.0,0.42,0.0,1.0,8.5167,True,False,False,1.0
1.0,3.0,22.0,1.0,0.0,7.25,True,False,True,0.0
27.0,3.0,28.0,0.0,0.0,7.225,True,False,False,0.0
529.0,3.0,,0.0,0.0,7.925,True,False,True,0.0
300.0,1.0,50.0,0.0,1.0,247.5208,False,False,False,1.0
494.0,1.0,71.0,0.0,0.0,,True,False,False,0.0
326.0,1.0,36.0,0.0,0.0,135.6333,False,,False,1.0
121.0,2.0,21.0,16.428490395125806,0.0,,True,False,True,0.0
890.0,1.0,26.0,0.0,0.0,30.0,,False,False,1.0
679.0,3.0,163.76357454591727,,6.0,46.9,False,False,True,0.0
806.0,3.0,31.0,0.0,0.0,7.775,True,False,True,0.0
316.0,3.0,26.0,0.0,0.0,7.8542,False,False,True,1.0
634.0,1.0,28.0,0.0,0.0,0.0,True,False,True,0.0
364.0,3.0,35.0,0.0,0.0,7.05,True,False,True,0.0
700.0,3.0,42.0,0.0,0.0,7.65,True,False,True,0.0
402.0,3.0,26.0,0.0,0.0,8.05,True,False,True,0.0
834.0,3.0,23.0,0.0,0.0,7.8542,True,False,True,0.0
848.0,3.0,35.0,0.0,0.0,7.8958,True,False,False,0.0
607.0,3.0,30.0,0.0,0.0,7.8958,True,False,True,0.0
668.0,3.0,28.0,0.0,0.0,7.775,True,False,True,0.0
783.0,1.0,29.0,0.0,0.0,30.0,True,False,True,0.0
402.0,3.0,26.0,0.0,0.0,8.05,True,False,True,0.0
45.0,3.0,19.0,0.0,0.0,7.8792,False,True,False,1.0
411.0,3.0,28.0,0.0,0.0,7.8958,True,False,True,0.0
848.0,3.0,35.0,,0.0,7.8958,True,False,False,0.0
532.0,3.0,28.0,0.0,0.0,7.2292,True,False,False,0.0
,3.0,28.0,0.0,0.0,8.05,True,False,True,0.0
19.0,3.0,31.0,1.0,0.0,18.0,False,False,True,0.0
776.0,3.0,18.0,0.0,0.0,7.75,True,False,True,0.0
180.0,3.0,36.0,0.0,0.0,0.0,True,False,True,0.0
55.0,1.0,65.0,0.0,1.0,61.9792,,False,False,0.0
68.0,3.0,19.0,0.0,0.0,8.1583,True,False,True,0.0
566.0,3.0,,2.0,0.0,24.15,True,False,True,0.0
847.0,3.0,182.31093474722135,8.0,2.0,69.55,True,False,True,0.0
82.0,3.0,29.0,0.0,0.0,9.5,True,False,,1.0
,3.0,0.75,2.0,1.0,19.2583,False,False,False,1.0
492.0,3.0,21.0,0.0,0.0,7.25,True,False,True,0.0
674.0,2.0,31.0,0.0,0.0,,True,False,True,0.0
569.0,3.0,28.0,0.0,,7.2292,True,False,,0.0
299.0,1.0,28.0,0.0,0.0,30.5,True,False,True,1.0
203.0,3.0,34.0,0.0,0.0,6.4958,True,False,True,0.0
448.0,1.0,34.0,0.0,0.0,26.55,True,False,True,1.0
74.0,3.0,26.0,1.0,0.0,14.4542,True,False,False,0.0
715.0,2.0,52.0,0.0,0.0,13.0,True,False,True,0.0
91.0,3.0,29.0,0.0,0.0,8.05,True,False,True,0.0
471.0,3.0,28.0,0.0,8.621382820481996,7.25,True,False,True,0.0
125.0,1.0,54.0,0.0,1.0,77.2875,True,False,True,0.0
197.0,3.0,28.0,0.0,0.0,7.75,True,True,False,0.0
219.0,1.0,32.0,0.0,0.0,76.2917,False,False,False,1.0
414.0,2.0,28.0,0.0,0.0,0.0,True,False,True,0.0
815.0,3.0,30.5,0.0,0.0,8.05,True,False,True,0.0
494.0,1.0,71.0,0.0,0.0,49.5042,True,False,False,0.0
742.0,1.0,36.0,1.0,0.0,78.85,True,False,True,0.0
84.0,1.0,28.0,0.0,0.0,47.1,True,False,True,0.0
627.0,2.0,57.0,0.0,0.0,12.35,True,True,False,0.0
183.0,3.0,9.0,4.0,2.0,31.3875,True,False,True,0.0
523.0,,,0.0,0.0,7.225,True,False,False,0.0
230.0,3.0,28.0,3.0,1.0,,,False,True,0.0
285.0,1.0,28.0,0.0,0.0,26.0,True,False,True,0.0
94.0,3.0,26.0,1.0,2.0,20.575,True,False,True,0.0
26.0,3.0,38.0,1.0,5.0,31.3875,False,,True,0.0
10.0,2.0,14.0,1.0,0.0,30.0708,False,False,False,1.0
6.0,3.0,28.0,0.0,0.0,8.4583,True,True,False,0.0
339.0,3.0,,0.0,0.0,8.05,,,True,0.0
828.0,2.0,1.0,0.0,2.0,,True,False,False,1.0
194.0,2.0,,1.0,1.0,,True,False,True,
545.0,1.0,50.0,1.0,,106.425,True,False,False,0.0
574.0,3.0,28.0,0.0,0.0,7.75,False,True,False,1.0
25.0,3.0,8.0,3.0,1.0,21.075,False,False,True,0.0
732.0,3.0,11.0,0.0,0.0,,True,False,False,0.0
553.0,3.0,28.0,0.0,0.0,7.8292,True,True,False,0.0
416.0,3.0,28.0,0.0,0.0,8.05,False,False,True,0.0
668.0,3.0,28.0,0.0,0.0,7.775,True,False,True,0.0
159.0,3.0,28.0,0.0,0.0,8.6625,True,,True,0.0
710.0,3.0,28.0,1.0,1.0,15.2458,True,False,False,0.0
683.0,3.0,20.0,0.0,0.0,9.225,True,False,True,
2.0,1.0,38.0,1.0,0.0,71.2833,False,False,False,1.0
165.0,3.0,,4.0,1.0,39.6875,True,,True,0.0
419.0,2.0,30.0,0.0,0.0,,True,False,True,0.0
129.0,3.0,28.0,1.0,1.0,22.3583,False,False,False,1.0
496.0,3.0,28.0,,,14.4583,True,False,False,0.0
266.0,2.0,36.0,0.0,0.0,10.5,True,False,True,0.0
612.0,3.0,28.0,0.0,0.0,7.05,True,False,True,0.0
769.0,3.0,28.0,1.0,0.0,,True,True,,0.0
148.0,3.0,9.0,2.0,2.0,34.375,False,False,,0.0
,3.0,28.0,1.0,0.0,16.1,True,False,True,0.0
309.0,2.0,30.0,1.0,0.0,24.0,True,False,False,0.0
626.0,1.0,61.0,0.0,0.0,32.3208,True,False,True,0.0
343.0,2.0,,0.0,0.0,13.0,True,False,True,0.0
521.0,1.0,30.0,0.0,0.0,,False,False,True,1.0
,2.0,23.0,0.0,,15.0458,True,False,False,0.0
336.0,3.0,28.0,0.0,0.0,,True,False,True,0.0
315.0,2.0,43.0,1.0,1.0,,True,False,True,0.0
332.0,1.0,45.5,0.0,0.0,28.5,True,False,True,0.0
315.0,2.0,43.0,1.0,1.0,,True,False,True,0.0
639.0,3.0,41.0,0.0,5.0,39.6875,False,False,True,0.0
593.0,3.0,47.0,0.0,,7.25,True,False,True,0.0
169.0,1.0,28.0,0.0,0.0,25.925,True,False,True,0.0
178.0,1.0,50.0,0.0,0.0,28.7125,False,False,False,0.0
278.0,2.0,28.0,0.0,0.0,0.0,True,,True,0.0
122.0,3.0,,0.0,0.0,,True,False,True,0.0
637.0,3.0,32.0,0.0,0.0,7.925,True,False,True,0.0
317.0,2.0,24.0,,0.0,26.0,False,False,True,1.0
494.0,1.0,71.0,0.0,0.0,49.5042,True,False,False,0.0
164.0,3.0,17.0,0.0,0.0,8.6625,True,False,True,0.0
106.0,3.0,28.0,0.0,0.0,7.8958,True,False,True,0.0
673.0,2.0,,0.0,0.0,10.5,True,False,True,
877.0,3.0,20.0,0.0,0.0,9.8458,True,False,,0.0
,1.0,40.0,0.0,0.0,0.0,True,False,True,0.0
847.0,3.0,28.0,8.0,2.0,69.55,True,False,True,0.0
297.0,3.0,23.5,0.0,0.0,7.2292,True,False,False,0.0
723.0,2.0,34.0,0.0,0.0,13.0,True,False,True,0.0
453.0,1.0,30.0,0.0,0.0,27.75,True,False,False,0.0
398.0,2.0,46.0,0.0,0.0,,True,False,,0.0
424.0,3.0,28.0,1.0,1.0,14.4,False,False,True,0.0
656.0,2.0,24.0,,0.0,73.5,True,False,True,0.0
388.0,2.0,36.0,0.0,0.0,13.0,False,False,True,1.0
716.0,3.0,19.0,0.0,,7.65,True,,True,0.0
,2.0,52.0,0.0,0.0,13.0,True,False,True,
327.0,3.0,61.0,0.0,0.0,,True,False,True,0.0
713.0,1.0,48.0,1.0,0.0,52.0,True,False,True,0.0
572.0,1.0,53.0,2.0,0.0,51.4792,False,False,True,1.0
299.0,1.0,28.0,0.0,0.0,30.5,True,False,True,1.0
165.0,3.0,1.0,4.0,1.0,39.6875,True,False,True,0.0
660.0,1.0,,0.0,2.0,113.275,,False,False,1.0
405.0,3.0,20.0,0.0,0.0,8.6625,False,,True,0.0
604.0,3.0,44.0,0.0,0.0,8.05,True,,,0.0
164.0,3.0,17.0,0.0,0.0,8.6625,,False,True,
71.0,2.0,32.0,0.0,0.0,10.5,True,False,True,0.0
621.0,3.0,27.0,1.0,0.0,14.4542,True,False,False,0.0
424.0,3.0,28.0,1.0,1.0,14.4,False,False,True,0.0
793.0,3.0,28.0,8.0,2.0,69.55,False,False,True,0.0
81.0,3.0,22.0,0.0,0.0,,True,False,True,0.0
585.0,3.0,28.0,0.0,0.0,8.7125,True,False,False,0.0
287.0,3.0,30.0,0.0,0.0,9.5,True,False,True,0.0
505.0,1.0,16.0,,0.0,86.5,False,False,True,1.0
245.0,3.0,30.0,0.0,0.0,7.225,True,False,False,0.0
247.0,3.0,25.0,0.0,0.0,7.775,False,False,True,0.0
861.0,3.0,41.0,2.0,0.0,14.1083,True,False,,0.0
754.0,3.0,23.0,0.0,0.0,7.8958,True,False,True,0.0
165.0,3.0,1.0,4.0,1.0,39.6875,True,False,True,0.0
729.0,2.0,25.0,1.0,0.0,,True,False,True,0.0
166.0,3.0,9.0,0.0,2.0,20.525,True,False,True,0.0
,2.0,28.0,,0.0,24.0,False,False,False,1.0
518.0,3.0,28.0,,0.0,24.15,True,True,False,0.0
416.0,3.0,28.0,0.0,0.0,8.05,False,False,True,0.0
,2.0,18.0,0.0,0.0,73.5,True,False,True,0.0
701.0,1.0,18.0,1.0,0.0,227.525,False,False,False,1.0
761.0,3.0,28.0,0.0,0.0,14.5,True,False,True,0.0
397.0,3.0,31.0,,0.0,7.8542,False,False,True,
875.0,2.0,28.0,1.0,0.0,24.0,False,False,False,1.0
419.0,2.0,30.0,0.0,0.0,13.0,True,False,True,
131.0,,33.0,0.0,0.0,7.8958,True,False,False,
848.0,3.0,35.0,0.0,0.0,7.8958,True,False,False,0.0
197.0,3.0,28.0,0.0,0.0,7.75,True,True,False,0.0
67.0,2.0,29.0,0.0,0.0,10.5,False,,True,1.0
180.0,3.0,36.0,,0.0,0.0,True,False,True,0.0
20.0,3.0,28.0,0.0,0.0,7.225,False,False,False,1.0
466.0,3.0,38.0,0.0,0.0,7.05,True,False,True,0.0
129.0,3.0,28.0,1.0,1.0,22.3583,False,False,False,1.0
844.0,3.0,34.5,0.0,0.0,6.4375,True,False,False,0.0
36.0,1.0,42.0,1.0,0.0,52.0,True,False,True,0.0
215.0,3.0,28.0,1.0,0.0,7.75,True,True,,0.0
871.0,3.0,26.0,0.0,0.0,7.8958,,False,True,0.0
152.0,1.0,22.0,1.0,0.0,66.6,,False,True,1.0
811.0,3.0,26.0,0.0,0.0,7.8875,,False,True,0.0
160.0,3.0,28.0,8.0,2.0,69.55,True,False,True,0.0
723.0,,34.0,0.0,0.0,13.0,True,False,True,0.0
373.0,3.0,,0.0,0.0,8.05,True,False,True,0.0
818.0,2.0,31.0,1.0,1.0,37.0042,True,False,False,0.0
675.0,2.0,28.0,0.0,0.0,0.0,True,False,True,0.0
489.0,3.0,30.0,0.0,0.0,8.05,True,False,True,0.0
525.0,3.0,28.0,0.0,0.0,7.2292,True,False,False,0.0
842.0,2.0,16.0,0.0,0.0,10.5,True,False,True,0.0
279.0,3.0,7.0,4.0,1.0,29.125,,True,False,0.0
508.0,1.0,28.0,0.0,0.0,,True,False,,0.0
169.0,1.0,28.0,0.0,0.0,25.925,True,False,True,0.0
799.0,3.0,,0.0,0.0,7.2292,True,False,False,0.0
522.0,3.0,22.0,0.0,0.0,7.8958,True,False,True,
807.0,1.0,39.0,0.0,0.0,0.0,True,False,True,0.0
12.0,1.0,58.0,0.0,0.0,26.55,False,False,True,1.0
,3.0,20.0,1.0,0.0,9.825,False,False,True,0.0
168.0,3.0,45.0,1.0,4.0,27.9,False,False,True,0.0
245.0,3.0,30.0,0.0,,7.225,True,False,False,0.0
784.0,3.0,28.0,1.0,2.0,23.45,True,False,True,0.0
858.0,1.0,51.0,0.0,0.0,26.55,True,False,True,1.0
,3.0,35.0,0.0,0.0,7.8958,True,False,False,0.0
376.0,1.0,28.0,,0.0,82.1708,False,False,False,1.0
113.0,3.0,22.0,0.0,0.0,8.05,True,False,True,0.0
118.0,2.0,,1.0,0.0,21.0,True,False,True,0.0
103.0,1.0,21.0,0.0,1.0,77.2875,True,False,True,0.0
676.0,3.0,18.0,0.0,0.0,7.775,,False,True,0.0
222.0,2.0,27.0,0.0,0.0,13.0,True,False,True,0.0
,3.0,28.0,0.0,0.0,8.05,False,False,True,0.0
318.0,2.0,54.0,0.0,0.0,14.0,True,False,True,0.0
